,estimator_coef_hat,estimator_coef_err_norm,estimator_intercept_err,X,rmsd_linear,linear_coef_hat,estimator_coef_err_sum,estimator_intercept_err_sum,estimator,lr_coef_err,linear_noise,estimator_intercept_hat,estimator_intercept_err_norm,_step,true_coef,lr_duration_time,lr_intercept_err_norm,synthetic_tan_vec_length,_runtime,_timestamp,rmsd_geodesic,estimator_coef_err,geodesic_tol,true_intercept,lr_intercept_err,linear_intercept_hat,lr_intercept_err_sum,estimator_duration_time,model,noise_factor,lr_coef_err_sum,_wandb,lr_coef_err_norm,line vs geodesic,n_gr_function_evaluations,n_gr_jacobian_evaluations,n_gr_iterations,estimator_y_prediction_fig,n_vertices,estimator_coef_hat_fig,true_intercept_fig,mesh_sequence_vertices,estimator_intercept_hat_fig,n_faces,mesh_diameter,true_coef_fig,n_X,model,full_run,use_cuda,device_id,estimator,tol_factor,project_dir,torch_dtype,dataset_name,linear_noise,noise_factor,space_dimension,project_linear_noise,synthetic_tan_vec_length,n_steps,end_shape,start_shape,n_subdivisions,0
730,"[19.2724319705029, 18.508003026464458, 6.56249386478467, 12.141303963809944]",18.658893550271603,"[-0.31786355417595, -0.42087377886497834, -0.0883086540751804, -0.08149967389373936]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",449.0243784613216,"[3.277218200077542, 4.503381032244798, 0.8538434459992673, 1.6610309695911956]",-35.189137443039485,-0.908545661009848,LLS,"[0.749829895241612, 1.0760960348034296, 0.15972583839466048, 0.30121969809003657]",True,"[1.8677099299687117, 1.1064567192953978, 0.5386431519332262, 0.9868928339517083]",0.540936772681253,6,"[2.52738830483593, 3.4272849974413684, 0.6941176076046068, 1.359811271501159]",0.0020465850830078125,0.960341378865299,5.0,11.010607242584229,1709952224.2262292,NaN,"[-11.13367489821514, -12.135205954585633, -4.244594903948258, -7.67566168629046]",0.01,"[1.630217462603213, 0.729670578216882, 0.47356429876267897, 0.9491715743734176]","[0.7275370568560298, 0.4184819397770492, 0.2606643165476454, 0.3871335364203896]","[2.357754519459243, 1.1481525179939311, 0.7342286153103244, 1.336305110793807]",1.793816849601114,1.735396385192871,2,0.2,2.286871466529739,{'runtime': 6},1.3551653765817813,,666.0,74.0,35.0,,,,,,,,,,10,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.2,3.0,False,5.0,,,,,run_6k3pp5dh
731,"[6.197916052593769, 6.153598729171913, 6.013913849569608]",6.289683507409588,"[-0.1631901177000501, -0.1834666975024284, -0.12567008190291323]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",11.11162099377004,"[1.839643855957916, 1.7113954685356718, 2.3927026814405403]",-10.84622199092496,-0.4723268971053917,LLS,"[0.29868443102879527, 0.3606603484838711, 0.1611276141635023]",True,"[1.472377204916761, 0.9035063912782866, 0.5929340894886892]",0.27583330671419776,7,"[1.5409594249291203, 1.3507351200518007, 2.231575067277038]",0.0024368762969970703,0.49954227903889864,5.0,7.201031684875488,1709952205.294849,NaN,"[-3.4376106387836947, -4.091081215604308, -3.317530136536957]",0.01,"[1.3253989202417311, 0.729670578216882, 0.47356429876267897]","[0.39578256483018714, 0.2972148595515358, 0.0675424102736672]","[1.7211814850719185, 1.0268854377684178, 0.5411067090363462]",0.7605398346553902,0.949272871017456,2,0.2,0.8204723936761686,{'runtime': 5},0.4952276086341763,"{'height': 800, 'sha256': '23c403b471c66592cf4c90b1b8cd48c5e1abc5c2a90d4a73174e6d35920188de', 'path': 'media/images/line vs geodesic_7_23c403b471c66592cf4c.png', 'size': 31586, '_type': 'image-file', 'width': 800, 'format': 'png'}",357.0,51.0,26.0,,,,,,,,,,10,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.2,2.0,False,5.0,,,,,run_4kw35017
732,"[4513.188592550623, 1659.1875503440974, 1239.958031847539, 2172.6851139670057, 1592.1619321561143, 1863.4692322767075, 482.31020294058305, 1035.0142764924096, 1575.6488168858243, 710.6384458170065, 1262.6367793160543]",2022.6892957297275,"[-7.022657562376005, -2.549977765302057, -1.9556812296988264, -3.3434528244257056, -2.475935128666281, -2.868622610726578, -0.7620483267488026, -1.6577977397805086, -2.488426605145643, -1.1043618824945576, -2.004901196095122]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",NaN,"[98.3383692796183, 39.294357411996785, 32.60672171662744, 51.224770562497504, 37.81488759415263, 43.658862216381145, 11.99988449133038, 28.54848002979192, 41.31050130263469, 17.197417827789252, 33.23007848863961]",-5880.5530420985815,-28.233862871460087,LLS,"[82.36113165133148, 32.96443985178901, 27.31632700396335, 42.931132122905225, 31.692930930800006, 36.55296872564707, 10.052830371741642, 23.931894740280026, 34.622054266264456, 14.421305236929587, 27.822409283731997]",True,"[6.248902176304952, 2.240844038152278, 1.6688068432039846, 2.933757712692798, 2.1505817711989015, 2.517805143392527, 0.6500287681416417, 1.3917731413547716, 2.121507052825045, 0.9595582020532052, 1.7000256232092816]",9.99716180165916,6,"[15.977237628286831, 6.329917560207775, 5.290394712664087, 8.293638439592282, 6.121956663352623, 7.105893490734078, 1.9470541195887363, 4.6165852895118915, 6.688447036370235, 2.776112590859664, 5.4076692049076165]",0.001985788345336914,33.439867474205364,5.0,23.600637912750244,1709952165.906417,NaN,"[-1335.772538059599, -533.8760376383084, -427.6445494108056, -701.7067327774778, -525.4449908121187, -600.6931897881358, -166.1425351011242, -369.7781606717354, -544.0474993938531, -234.47119656643036, -440.9756118789936]",0.01,"[2.143639984342285, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997, 0.1841198272138754, 0.36194647281496994, 0.5992871723893004, 0.2971338622379394, 0.46684911153165337]","[25.04970145438506, 8.524067838968811, 5.503183297630204, 11.075305277397456, 7.794848518869952, 9.559403768155002, 2.163737993121468, 4.2074644680224464, 6.951055604324022, 3.502309255995736, 5.4790802598665245]","[27.193341438727344, 9.253738417185694, 5.976747596392883, 12.024476851770872, 8.459784820273299, 10.374974747406602, 2.3478578203353435, 4.569410940837416, 7.550342776713323, 3.7994431182336754, 5.945929371398178]",89.81015773673668,17.40876317024231,2,0.1,364.6694241853839,{'runtime': 27},125.11745541954475,,6647.0,289.0,100.0,,,,,,,,,,10,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.1,10.0,False,5.0,,,,,run_m9zaxeuq
733,,,,"[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",,"[36.679443336889264, 19.199776866267573, 19.181503948845652, 21.678863197128855, 19.95188019071625, 17.452844474822975]",,,LLS,"[25.960985679144443, 13.594094524114936, 13.58274029268715, 15.3214612955762, 14.106291375659262, 12.383355688951296]",True,,,3,"[10.71845765774482, 5.6056823421526385, 5.598763656158502, 6.357401901552656, 5.845588815056983, 5.069488785871679]",0.002150297164916992,12.717158769431713,,6.2704572677612305,1709952113.2016442,,,0.01,"[1.940336383851479, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997]","[9.659346825610442, 3.608674750186484, 2.397998911950826, 4.680663570505606, 3.33672040216071, 4.075279049672393]","[11.59968320946192, 4.338345328403366, 2.871563210713505, 5.629835144879024, 4.001656703564057, 4.890850028923993]",27.758683510086463,,2,0.1,94.94892885613328,{'runtime': 18},40.377532712485326,,,,,,,,,,,,,,10,2,False,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.1,5.0,False,5.0,,,,,run_4tig1h1w
734,"[17.296198111395146, 16.12015277099757, 5.630021292926512, 11.83278315999869]",17.1987387828428,"[-0.27800964203595435, -0.35050239462549804, -0.05233088435569866, -0.11615532536765882]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",244.9005020801268,"[3.1506252612065264, 4.327887476432218, 0.7371785168241095, 1.7532955229444462]",-32.58900745081157,-0.7969982463848099,LLS,"[0.6232369563705964, 0.9006024789908493, 0.043060909219502674, 0.3934842514432873]",True,"[1.853535736043929, 1.0511494181140164, 0.5105792488591787, 1.034402463369491]",0.4651578987525462,6,"[2.52738830483593, 3.4272849974413684, 0.6941176076046068, 1.359811271501159]",0.0019941329956054688,0.9305688438139014,5.0,9.09532380104065,1709952096.2439048,NaN,"[-10.417849826401543, -10.468750250274365, -3.706778386751406, -7.995628987384259]",0.01,"[1.630217462603213, 0.729670578216882, 0.47356429876267897, 0.9491715743734176]","[0.6982172418057957, 0.3457204878171112, 0.2352766074279386, 0.45119100015730207]","[2.328434704409009, 1.0753910660339931, 0.7088409061906176, 1.4003625745307198]",1.7304053372081476,2.9173758029937744,2,0.1,1.9603845960242356,{'runtime': 10},1.1645570947734776,,1134.0,126.0,60.0,,,,,,,,,,10,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.1,3.0,False,5.0,,,,,run_q1vjcf07
735,"[7.488716059679128, 6.960255387169197, 8.077605489219707]",8.48267860829497,"[-0.1174467301377844, -0.07149602466070926, -0.1732995575615427]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",25.20516027490299,"[1.8136637489827672, 1.602699704558996, 2.5822358372750873]",-14.66470004312804,-0.36224231236003634,LLS,"[0.27270432405364686, 0.2519645845071954, 0.3506607699980493]",True,"[1.4279925734791, 0.7929412982849091, 0.6406300706224346]",0.2212196930957295,7,"[1.5409594249291203, 1.3507351200518007, 2.231575067277038]",0.0025513172149658203,0.3638177569176693,5.0,7.317462921142578,1709952081.0404868,1.78102878469875,"[-4.548836158073657, -4.835924163211904, -5.279939721842478]",0.01,"[1.3253989202417311, 0.729670578216882, 0.47356429876267897]","[0.3019034789208339, 0.16952098908980617, 0.11171519109823752]","[1.627302399162565, 0.8991915673066881, 0.5852794898609165]",0.5831396591088776,1.010497808456421,2,0.1,0.8753296785588915,{'runtime': 6},0.5107022379225148,"{'_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800, 'sha256': 'a19126ab06417e0908c841552d5219c66b405431e5c46d94bea388e999cc8c80', 'path': 'media/images/line vs geodesic_7_a19126ab06417e0908c8.png', 'size': 31796}",385.0,55.0,27.0,,,,,,,,,,10,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.1,2.0,False,5.0,,,,,run_abtulpwi
736,"[4384.763888182824, 1621.476744650026, 1183.063528256154, 2153.297106003153, 1500.4695444776992, 1849.4771632564791, 433.5563133451893, 932.205380108192, 1490.22862443798, 694.5108791058066, 1230.0237754909251]",1724.6340220416405,"[-8.962984045640596, -3.2920116602101177, -2.435455839243994, -4.388712276255673, -3.0503478809976294, -3.768451172565283, -0.8835181894956188, -1.9211890768737752, -3.065910388410829, -1.420327359399439, -2.553946341061117]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",85140014.55762394,"[98.58693251328307, 39.05164230092256, 32.665440274691996, 51.181888528174234, 37.7674832250642, 43.87229944095552, 12.009696174824551, 28.489523630458105, 41.2883095678521, 17.12747823485577, 33.381774498992804]",-4983.976397489031,-35.74285423015407,LLS,"[82.60969488499626, 32.721724740714784, 27.375045562027907, 42.888250088581955, 31.645526561711577, 36.76640595022144, 10.062642055235814, 23.87293834094621, 34.59986253148187, 14.351365643996104, 27.974105294085188]",True,"[7.143435277709894, 2.5936766253076367, 1.8843172189924209, 3.445452355604735, 2.397459628273444, 2.958787890624893, 0.6899980607507475, 1.480375671536731, 2.373733235363152, 1.1098250024885972, 1.9604965955557985]",12.73898979071966,6,"[15.977237628286831, 6.329917560207775, 5.290394712664087, 8.293638439592282, 6.121956663352623, 7.105893490734078, 1.9470541195887363, 4.6165852895118915, 6.688447036370235, 2.776112590859664, 5.4076692049076165]",0.002198457717895508,33.493578517506066,5.0,22.58190679550171,1709952048.7611277,NaN,"[-1140.320804454021, -459.8516842633677, -358.1028138327528, -617.3004109981096, -429.766932740163, -530.2909475448852, -127.73966980916812, -287.1423730202394, -450.0291337894066, -202.63367564748063, -380.7979513894369]",0.01,"[2.143639984342285, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997, 0.1841198272138754, 0.36194647281496994, 0.5992871723893004, 0.2971338622379394, 0.46684911153165337]","[25.08401817229339, 8.543525047586733, 5.544038518404697, 11.112719356936934, 7.779852505335646, 9.549539608253848, 2.1528746772205065, 4.236179979639154, 7.014890001455267, 3.4738269484395374, 5.460317030332552]","[27.22765815663568, 9.273195625803616, 6.0176028171673765, 12.061890931310352, 8.444788806738993, 10.365110587505448, 2.336994504434382, 4.598126452454124, 7.614177173844568, 3.770960810677477, 5.927166141864205]",89.95178184589825,16.220985651016235,2,0.01,364.867561653999,{'runtime': 25},125.2753476636952,,6152.0,267.0,93.0,,,,,,,,,,10,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.01,10.0,False,5.0,,,,,run_f4irfrba
737,"[873.2238135834556, 398.71183490399545, 316.86188907727893, 491.28740317339833, 386.1360391610138, 410.0719602863974]",573.1251657407951,"[-2.7960723058688464, -1.277317379359851, -1.0987367867709137, -1.5345403141009912, -1.2704167522815235, -1.2625523994220644]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",111396355.17787284,"[36.687253116309606, 19.195401470012783, 19.166671109312453, 21.764145265651955, 20.016719063108308, 17.359740526532153]",-1340.637929279383,-9.239635937804191,LLS,"[25.968795458564784, 13.589719127860144, 13.567907453153952, 15.4067433640993, 14.171130248051323, 12.290251740660477]",True,"[3.840320630725708, 1.6343755629486787, 1.2879095482009926, 2.0190519000360205, 1.579006209150611, 1.68770165553369]",4.027355685214584,6,"[10.71845765774482, 5.6056823421526385, 5.598763656158502, 6.357401901552656, 5.845588815056983, 5.069488785871679]",0.0020051002502441406,12.715181520180284,5.0,15.18644952774048,1709952010.5331266,NaN,"[-371.60145531244666, -192.34705735840728, -161.67556467808512, -232.8630687752417, -189.73077375469143, -192.4200094005106]",0.01,"[1.940336383851479, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997]","[9.65438413155909, 3.6260157064489, 2.357749974758816, 4.727898307040274, 3.3089836566704505, 4.05701097394603]","[11.594720515410568, 4.355686284665782, 2.831314273521495, 5.677069881413692, 3.973919958073797, 4.8725819531976295]",27.732042750423556,9.0118305683136,2,0.01,94.99454739238998,{'runtime': 16},40.402795418677584,,3517.0,269.0,100.0,,,,,,,,,,10,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.01,5.0,False,5.0,,,,,run_gjycsk4d
738,"[18.298931742980457, 17.099691831329313, 6.265650637026342, 12.3646665587904]",18.565306179355098,"[-0.2689589765223035, -0.34862187210989537, -0.055043904158718904, -0.10019331933499688]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",349.7046978030119,"[3.1662573141734724, 4.295129061205381, 0.8821383768950862, 1.7090979989934447]",-35.30987853285829,-0.7728180721259146,LLS,"[0.6388690093375424, 0.867844063764013, 0.1880207692904794, 0.34928672749228573]",True,"[1.8442597036613289, 1.049090081807336, 0.5131228893803527, 1.018532648075852]",0.4549117204356601,6,"[2.52738830483593, 3.4272849974413684, 0.6941176076046068, 1.359811271501159]",0.00216531753540039,0.9157280030241922,5.0,10.398661613464355,1709951985.9962046,3.1801727030932496,"[-11.23756074590213, -11.351231687164468, -4.283965887771045, -8.437120212020652]",0.01,"[1.630217462603213, 0.729670578216882, 0.47356429876267897, 0.9491715743734176]","[0.7167356666125502, 0.3197579284258987, 0.21340695169102847, 0.4207850994353999]","[2.3469531292157635, 1.0494285066427806, 0.6869712504537074, 1.3699566738088176]",1.6706856461648771,3.150136232376098,2,0.01,2.044020569884321,{'runtime': 8},1.1483292027067948,,1224.0,136.0,65.0,,,,,,,,,,10,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.01,3.0,False,5.0,,,,,run_hafr4mia
739,"[5.980239077799947, 5.549259351220682, 6.452315630583298]",6.1585792800866495,"[-0.12038543223740096, -0.08043042879183604, -0.16928355980762483]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",11.271307492054971,"[1.7735266875693003, 1.5381542931076282, 2.537305400167132]",-10.652355183161164,-0.3700994208368618,LLS,"[0.23256726264018, 0.18741917305582745, 0.3057303328900942]",True,"[1.4314060296311353, 0.802088766538437, 0.6368491440342989]",0.22275239570376376,7,"[1.5409594249291203, 1.3507351200518007, 2.231575067277038]",0.002369403839111328,0.3809668224904216,5.0,7.135791301727295,1709951969.3244562,1.3080218364258476,"[-3.31276389754533, -3.572599994014017, -3.766991291601815]",0.01,"[1.3253989202417311, 0.729670578216882, 0.47356429876267897]","[0.3194789745390656, 0.17548105431884586, 0.11079397204298486]","[1.6448778947807967, 0.9051516325357278, 0.5843582708056638]",0.6057540009008964,0.8164246082305908,2,0.01,0.7257167685861017,{'runtime': 6},0.42741609063062247,"{'path': 'media/images/line vs geodesic_7_a40e2424aedbc8d3b9e8.png', 'size': 31350, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800, 'sha256': 'a40e2424aedbc8d3b9e82a7dd5c16ecbc54a2d231e534e676dec73604ccda011'}",308.0,44.0,26.0,,,,,,,,,,10,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.01,2.0,False,5.0,,,,,run_znr7zoob
740,,,,"[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",,"[98.59899412215806, 39.06329234333011, 32.6481716873418, 51.18183923789336, 37.77992060387671, 43.85200788934129, 12.015692709792097, 28.4899477879098, 41.27585539929317, 17.13199211257774, 33.371897980985814]",,,LLS,"[82.62175649387123, 32.733374783122336, 27.357776974677712, 42.88820079830107, 31.657963940524088, 36.74611439860721, 10.06863859020336, 23.873362498397903, 34.58740836292293, 14.355879521718077, 27.9642287760782]",True,,,3,"[15.977237628286831, 6.329917560207775, 5.290394712664087, 8.293638439592282, 6.121956663352623, 7.105893490734078, 1.9470541195887363, 4.6165852895118915, 6.688447036370235, 2.776112590859664, 5.4076692049076165]",0.002110004425048828,33.49107218982053,,6.225064754486084,1709951916.9619718,,,0.01,"[2.143639984342285, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997, 0.1841198272138754, 0.36194647281496994, 0.5992871723893004, 0.2971338622379394, 0.46684911153165337]","[25.085845796035205, 8.538935521241388, 5.541863867087413, 11.107635574365682, 7.781385700504999, 9.544180912218668, 2.154653592589056, 4.2356615242197355, 7.013129865048402, 3.4771950063102732, 5.463279705288208]","[27.22948578037749, 9.268606099458273, 6.015428165850092, 12.0568071487391, 8.446322001908346, 10.359751891470268, 2.3387734198029313, 4.5976079970347055, 7.6124170374377025, 3.7743288685482126, 5.930128816819861]",89.94376706490903,,2,0.0,364.8547051384241,{'runtime': 27},125.27518073815784,,,,,,,,,,,,,,10,2,False,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.0,10.0,False,5.0,,,,,run_dgq0h7pn
741,"[882.9820738638662, 401.5142261330858, 331.86908079188635, 488.38120067245274, 392.8844325493007, 405.10370139240814]",529.6886412735411,"[-3.3457805781877177, -1.521660658473056, -1.357141822933574, -1.8035547847589055, -1.5267515405635417, -1.4741725458260082]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",111761118.16648836,"[36.69846401290801, 19.19305354092877, 19.169364950920077, 21.76683365737207, 20.014458946768947, 17.35720359334733]",-1241.701860482467,-11.029061930742802,LLS,"[25.98000635516319, 13.58737119877613, 13.570601294761577, 15.409431755819416, 14.168870131711964, 12.28771480747565]",True,"[4.125755879277404, 1.765843245474304, 1.446704216589992, 2.153985320872254, 1.723148080600797, 1.7893613517940463]",4.807129870056069,6,"[10.71845765774482, 5.6056823421526385, 5.598763656158502, 6.357401901552656, 5.845588815056983, 5.069488785871679]",0.0020651817321777344,12.719628574658527,5.0,14.708731889724731,1709951893.689592,NaN,"[-342.70229587515166, -178.05369786143046, -158.63357732530574, -211.12256757320105, -178.56243692410672, -172.62728492327153]",0.01,"[1.940336383851479, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997]","[9.658310560441633, 3.6320429333223, 2.3572361503160297, 4.724641519242713, 3.309818521836706, 4.05962485023343]","[11.59864694429311, 4.361713511539182, 2.830800449078709, 5.673813093616131, 3.974754823240053, 4.87519582948503]",27.74167453539281,8.497750759124756,2,0.0,95.00399554370792,{'runtime': 16},40.40957818197893,,3323.0,255.0,100.0,,,,,,,,,,10,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.0,5.0,False,5.0,,,,,run_81uef2x9
742,"[21.535795593189057, 20.152518722484334, 7.322874890063353, 14.559142253342594]",22.650140429048076,"[-0.2670458072235242, -0.34873931664314883, -0.05094158322560022, -0.09850193496576154]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",1032.9390309183602,"[3.1631104118640003, 4.289361013141131, 0.8687112413518872, 1.701848973038816]",-42.98333725166039,-0.7652286420580349,LLS,"[0.6357221070280703, 0.8620760156997629, 0.17459363374728032, 0.342037701537657]",True,"[1.8420962163942871, 1.0490512924927051, 0.5090225195907581, 1.0167132981932567]",0.45302345438390274,6,"[2.52738830483593, 3.4272849974413684, 0.6941176076046068, 1.359811271501159]",0.00113677978515625,0.913035662137634,5.0,8.797441720962524,1709951870.1696577,3.879735446699166,"[-13.681730768648432, -13.996598901207175, -5.121427410289568, -10.183580171515208]",0.01,"[1.630217462603213, 0.729670578216882, 0.47356429876267897, 0.9491715743734176]","[0.7165259340964119, 0.32071052153044777, 0.20814468579167103, 0.41718731675199217]","[2.346743396699625, 1.0503810997473295, 0.68170898455435, 1.36635889112541]",1.662568458170523,2.556783437728882,2,0.0,2.01442945801277,{'runtime': 10},1.137888562394064,,999.0,111.0,53.0,,,,,,,,,,10,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.0,3.0,False,5.0,,,,,run_iaxtko5d
743,"[5.66492343370852, 5.246182766593025, 6.120702037418075]",5.670584664596372,"[-0.12067676914542202, -0.07963444662990393, -0.17071256520790823]","[-0.5, -0.3888888888888889, -0.2777777777777778, -0.16666666666666669, -0.05555555555555558, 0.05555555555555558, 0.16666666666666674, 0.2777777777777778, 0.3888888888888888, 0.5]",9.453449572933623,"[1.7566471560646144, 1.5397971996210935, 2.54392810872176]",-9.809002605642124,-0.3710237809832342,LLS,"[0.2156877311354939, 0.18906207956929277, 0.3123530414447222]",True,"[1.4314962400577014, 0.8011873350940616, 0.6381851920753191]",0.2237125557971497,7,"[1.5409594249291203, 1.3507351200518007, 2.231575067277038]",0.002301454544067383,0.3822901915797617,5.0,7.302509784698486,1709951855.326404,1.197585297754156,"[-3.051976242716333, -3.3001907146556, -3.4568356482701916]",0.01,"[1.3253989202417311, 0.729670578216882, 0.47356429876267897]","[0.31960386406110897, 0.17595120437195333, 0.1141942832866784]","[1.64500278430284, 0.9056217825888352, 0.5877585820493574]",0.6097493517197408,0.9745333194732666,2,0.0,0.7171028521495089,{'runtime': 6},0.42406378033641473,"{'sha256': 'f6dbbbb37d68d0f6ba2d6cf9da3380f53d6c5debc9249a368e371e0d1fb5d8e0', 'path': 'media/images/line vs geodesic_7_f6dbbbb37d68d0f6ba2d.png', 'size': 31348, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800}",364.0,52.0,28.0,,,,,,,,,,10,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.0,2.0,False,5.0,,,,,run_x6o66109
