,estimator_coef_hat,estimator_coef_err_norm,estimator_intercept_err,X,rmsd_linear,linear_coef_hat,estimator_coef_err_sum,estimator_intercept_err_sum,estimator,lr_coef_err,linear_noise,estimator_intercept_hat,estimator_intercept_err_norm,_step,true_coef,lr_duration_time,lr_intercept_err_norm,synthetic_tan_vec_length,_runtime,_timestamp,rmsd_geodesic,estimator_coef_err,geodesic_tol,true_intercept,lr_intercept_err,linear_intercept_hat,lr_intercept_err_sum,estimator_duration_time,model,noise_factor,lr_coef_err_sum,_wandb,lr_coef_err_norm,line vs geodesic,n_gr_function_evaluations,n_gr_jacobian_evaluations,n_gr_iterations,estimator_y_prediction_fig,n_vertices,estimator_coef_hat_fig,true_intercept_fig,mesh_sequence_vertices,estimator_intercept_hat_fig,n_faces,mesh_diameter,true_coef_fig,n_X,model,full_run,use_cuda,device_id,estimator,tol_factor,project_dir,torch_dtype,dataset_name,linear_noise,noise_factor,space_dimension,project_linear_noise,synthetic_tan_vec_length,n_steps,end_shape,start_shape,n_subdivisions,0
744,"[6037.771630299145, 2226.7904968365233, 1663.807911110819, 2884.6247548291385, 2120.693325175295, 2515.362199087315, 602.3707717140975, 1377.6193645408096, 2064.8319226241565, 919.2502172883708, 1648.8932359413534]",1965.281081259254,"[-12.341666387691204, -4.53272694560715, -3.426552490266888, -5.867869640412746, -4.3324382961027, -5.125647402841782, -1.2268383832688825, -2.8520665242671557, -4.24422892932955, -1.8724566684954644, -3.393647083480269]","[-0.5, -0.25, 0, 0.25, 0.5]",NaN,"[121.993343339226, 48.243047055160304, 40.03232014357465, 62.48608338234473, 47.82321775194644, 54.624015831301534, 16.078255341084436, 35.45732204858677, 49.505602533236654, 20.286067460532895, 40.99750031320465]",-5702.928331030233,-49.21613875176379,LLS,"[106.01610571093916, 41.91312949495253, 34.74192543091056, 54.192444942752445, 41.70126108859382, 47.51812234056746, 14.1312012214957, 30.840736759074876, 42.81715549686642, 17.509954869673233, 35.589831108297034]",True,"[8.550049099198532, 3.114693706874636, 2.3200663109708195, 4.034167977927707, 2.962694077998491, 3.517900767716375, 0.8371152280943625, 1.9168404512723312, 2.879326499421992, 1.284773425180735, 2.2968279590011864]",17.51438298503262,6,"[15.977237628286831, 6.329917560207775, 5.290394712664087, 8.293638439592282, 6.121956663352623, 7.105893490734078, 1.9470541195887363, 4.6165852895118915, 6.688447036370235, 2.776112590859664, 5.4076692049076165]",0.00238037109375,48.53169675676707,5.0,23.979567527770996,1709951819.3302624,NaN,"[-1297.875348455534, -522.2191662922114, -424.4359252160327, -674.9493078292337, -512.0717913542107, -593.9524995714975, -149.29486124725543, -366.35251437932703, -521.4717766668282, -217.6692392444989, -422.63590077360334]",0.01,"[2.143639984342285, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997, 0.1841198272138754, 0.36194647281496994, 0.5992871723893004, 0.2971338622379394, 0.46684911153165337]","[36.214928589217024, 12.668941015675006, 8.291497223236243, 15.931564374811767, 11.359273395104076, 14.16040977461624, 2.3981023006007667, 6.152561071540365, 10.199809703095312, 4.821833348978353, 7.765140502317054]","[38.35856857355931, 13.39861159389189, 8.765061521998922, 16.880735949185187, 12.02420969650742, 14.97598075386784, 2.582222127814642, 6.514507544355335, 10.799096875484612, 5.118967211216292, 8.231989613848707]",129.96406129919222,16.637240171432495,2,0.6,466.9718684641233,{'runtime': 30},160.29441658195395,,6417.0,279.0,100.0,,,,,,,,,,5,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.6,10.0,False,5.0,,,,,run_q5ei6mub
745,"[1103.9469696741864, 495.3862033525088, 417.01607128104064, 612.7663248078466, 485.1098096197041, 500.5654827580834]",598.1325859703361,"[-4.15691182679867, -1.8601479833075536, -1.672511925206417, -2.2669258031147868, -1.8606221577962951, -1.8225203699823551]","[-0.5, -0.25, 0, 0.25, 0.5]",74426379.68498021,"[43.49344941830807, 22.649469375863113, 22.100784879437573, 26.69358789791403, 23.04943812884888, 20.779248468060675]",-1402.1408672748537,-13.639640066206075,LLS,"[32.774991760563246, 17.043787033710473, 16.502021223279073, 20.336185996361372, 17.2038493137919, 15.709759682188997]",True,"[4.545789830376189, 1.9408181803856828, 1.622127654225677, 2.4056045284673204, 1.8975886863605709, 1.96935417740085]",5.954814061366676,6,"[10.71845765774482, 5.6056823421526385, 5.598763656158502, 6.357401901552656, 5.845588815056983, 5.069488785871679]",0.0020303726196289062,17.45801431251994,5.0,14.875006437301636,1709951779.6764183,NaN,"[-386.7574156516629, -198.9099676465686, -183.15381987114853, -241.00555683650984, -200.15311846491537, -192.16098880404857]",0.01,"[1.940336383851479, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997]","[13.507163786072924, 4.795098186813325, 3.546827794793365, 6.049562113252463, 4.754649787789009, 5.249946647217514]","[15.4475001699244, 5.524768765030207, 4.020392093556044, 6.998733687625881, 5.4195860891923555, 6.065517626469114]",37.9032483159386,8.57213807106018,2,0.6,119.57059500989504,{'runtime': 19},50.92481622128265,,3380.0,260.0,100.0,,,,,,,,,,5,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.6,5.0,False,5.0,,,,,run_apx3catr
746,"[20.910081288645504, 19.836923305056267, 1.5902701796655478, 15.718437915260097]",20.66405232658095,"[-0.3098827587286286, -0.45518674755619104, 0.24928598394990276, -0.10617421264055817]","[-0.5, -0.25, 0, 0.25, 0.5]",1341.046161490937,"[3.084750769672375, 4.53058935426686, -0.6436231788330976, 2.8033913649898348]",-35.31367602254301,-0.621957734975475,LLS,"[0.5573624648364448, 1.103304356825492, -1.3377407864377044, 1.4435800934886758]",True,"[1.782650965615132, 1.0962495025592172, 0.1979831164198398, 0.9679277756939924]",0.6137090226905277,6,"[2.52738830483593, 3.4272849974413684, 0.6941176076046068, 1.359811271501159]",0.0021698474884033203,0.9696665174025416,5.0,8.762476205825806,1709951756.3209903,NaN,"[-11.958714805731985, -12.972743214667323, 0.3678885216442146, -10.750106523787917]",0.01,"[1.630217462603213, 0.729670578216882, 0.47356429876267897, 0.9491715743734176]","[0.7635947467059239, 0.4469313522836176, -0.008044134499148203, 0.3966911594941158]","[2.393812209309137, 1.1766019305004995, 0.4655201642635308, 1.3458627338675335]",1.599173123984509,2.5308585166931152,2,0.6,1.766506128712908,{'runtime': 8},2.3240927948372483,,990.0,110.0,53.0,,,,,,,,,,5,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.6,3.0,False,5.0,,,,,run_49xmc4oi
747,"[4.4773661738593855, 4.619569184549733, 5.475890921309473]",5.506495494336678,"[-0.281383818562873, -0.4280610570663591, 0.13635325074810978]","[-0.5, -0.25, 0, 0.25, 0.5]",11.115607904274253,"[0.3222664811200841, 1.3658939637662788, 1.831944144202747]",-9.528086508758614,-0.5730916248811223,LLS,"[-1.2186929438090364, 0.015158843714478063, -0.39963092307429093]",True,"[1.5184917056906515, 1.098479355395375, 0.3148970721068509]",0.530099359474589,7,"[1.5409594249291203, 1.3507351200518007, 2.231575067277038]",0.0022156238555908203,0.6966404734609776,5.0,7.505508661270142,1709951740.8169506,NaN,"[-2.9773059707178033, -3.295125479826596, -3.255655058214215]",0.01,"[1.3253989202417311, 0.729670578216882, 0.47356429876267897]","[0.329950187972857, 0.5932315282437446, -0.1565796175056084]","[1.655349108214588, 1.3229021064606266, 0.3169846812570706]",0.7666020987109932,1.182976007461548,2,0.6,-1.6031650231688492,{'runtime': 6},1.2826329001354615,"{'path': 'media/images/line vs geodesic_7_68e66c2780fc78fcaa52.png', 'size': 30628, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800, 'sha256': '68e66c2780fc78fcaa52d9afbe91b168c93b36b6cdaf82d3cfbcf707a36fd8be'}",455.0,65.0,35.0,,,,,,,,,,5,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.6,2.0,False,5.0,,,,,run_2x0dts6t
748,"[6075.4305533117795, 2226.220654123099, 1669.5314261388835, 2910.8612875536164, 2070.90928212225, 2510.686140474238, 629.9304028227472, 1394.0881480169885, 2122.536351324384, 956.9274630290216, 1699.8284382601576]",2036.995360689902,"[-11.673986620565056, -4.254010051850433, -3.231446370920187, -5.563817272956724, -3.963869917472752, -4.8027990275161265, -1.2167341226548265, -2.717249863517178, -4.110610961176206, -1.8394223090818629, -3.301202392734895]","[-0.5, -0.25, 0, 0.25, 0.5]",NaN,"[121.3605765636519, 48.11463035999733, 40.63386215020949, 63.73864970172741, 46.02247462055094, 54.47188426001118, 14.68101917217925, 35.55080853600112, 51.45365617332474, 20.90655515685148, 40.951664182917455]",-5926.683786249863,-46.67514891044625,LLS,"[105.38333893536507, 41.78471279978955, 35.3434674375454, 55.445011262135125, 39.90051795719832, 47.365990769277104, 12.733965052590513, 30.93422324648923, 44.7652091369545, 18.130442565991817, 35.543994978009835]",True,"[8.265234092134332, 2.9884805576985913, 2.2334645600058884, 3.906286620438515, 2.7778566357325416, 3.3702716493258333, 0.8436030004457601, 1.8616003366328675, 2.839696998741345, 1.2838661740503317, 2.273984991164448]",16.571012025335747,6,"[15.977237628286831, 6.329917560207775, 5.290394712664087, 8.293638439592282, 6.121956663352623, 7.105893490734078, 1.9470541195887363, 4.6165852895118915, 6.688447036370235, 2.776112590859664, 5.4076692049076165]",0.0014340877532958984,48.00542110403272,5.0,24.383777379989624,1709951702.7884665,NaN,"[-1344.2037698404924, -535.5577024432573, -437.9492631610132, -703.0312843032336, -505.1923381443289, -607.3816371862141, -162.42198627625024, -382.19853719400027, -557.9782988009601, -237.95383970706135, -452.81512919305135]",0.01,"[2.143639984342285, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997, 0.1841198272138754, 0.36194647281496994, 0.5992871723893004, 0.2971338622379394, 0.46684911153165337]","[36.06565331911621, 12.174584304463805, 7.872663944465024, 15.941806988577524, 10.94362711889613, 14.025769308413798, 3.0754076067340166, 5.535804665965848, 9.810230436414969, 5.312676884057006, 7.641659117186043]","[38.209293303458495, 12.904254882680684, 8.346228243227703, 16.89097856295094, 11.608563420299475, 14.841340287665398, 3.259527433947892, 5.897751138780818, 10.409517608804268, 5.609810746294945, 8.108508228717696]",128.39988369429037,18.07324743270874,2,0.4,467.3308741413464,{'runtime': 27},160.39202360977,,6785.0,295.0,100.0,,,,,,,,,,5,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.4,10.0,False,5.0,,,,,run_5tc9x5rc
749,"[1150.0222363002547, 522.8250421958905, 455.3666631286638, 634.4316905486193, 507.92360284311206, 518.6330984868284]",708.5108949534185,"[-3.170861627001119, -1.4406860606855316, -1.3858708669597224, -1.6940496107734373, -1.43176685353622, -1.3545959046254552]","[-0.5, -0.25, 0, 0.25, 0.5]",83023319.15302612,"[43.36398713904631, 22.29825108328448, 22.995525507822144, 26.240814598418893, 23.597344117566337, 19.97556814512641]",-1662.9013618874865,-10.477830923581486,LLS,"[32.64552948130149, 16.692568741131844, 17.39676185166364, 19.883412696866237, 17.751755302509352, 14.906079359254733]",True,"[4.012048096599678, 1.711902646762895, 1.4799674549126751, 2.079567592346058, 1.6573170433926137, 1.7042049279294371]",4.56127924100292,6,"[10.71845765774482, 5.6056823421526385, 5.598763656158502, 6.357401901552656, 5.845588815056983, 5.069488785871679]",0.0020453929901123047,17.53887714525661,5.0,15.548482656478882,1709951661.3611968,NaN,"[-457.3914356992831, -237.5097873653664, -225.96894637433724, -281.0982779198407, -236.03787087898004, -224.895043649679]",0.01,"[1.940336383851479, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997]","[13.3024291010679, 5.292071262956506, 3.364753458739737, 6.379012396647074, 4.327382664220713, 5.649067848590634]","[15.242765484919378, 6.021741841173388, 3.838317757502416, 7.328183971020492, 4.99231896562406, 6.464638827842234]",38.31471673222256,9.295690774917604,2,0.4,119.27610743272731,{'runtime': 20},50.79060826446072,,3662.0,281.0,100.0,,,,,,,,,,5,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.4,5.0,False,5.0,,,,,run_wrx0gall
750,"[22.49822122975057, 20.11408688477654, 9.527553495761612, 15.202584621333466]",24.20685873200358,"[-0.2807847481768697, -0.33062654822958315, -0.19443761972169665, -0.05505022660490699]","[-0.5, -0.25, 0, 0.25, 0.5]",1783.4269489066749,"[3.8453663474300415, 5.146572125254095, 1.0396845489505475, 2.184321025938949]",-46.90156725011398,-0.8608991427330565,LLS,"[1.3179780425941114, 1.7192871278127266, 0.3455669413459407, 0.82450975443779]",True,"[1.8480656601420975, 1.0273906765353982, 0.6471107872618683, 0.9700838680103429]",0.47852952324307824,6,"[2.52738830483593, 3.4272849974413684, 0.6941176076046068, 1.359811271501159]",0.0019919872283935547,1.0867441100699733,5.0,8.290769100189209,1709951638.5920832,NaN,"[-14.745268933039068, -14.047098418600164, -7.1498008390642145, -10.95939905941053]",0.01,"[1.630217462603213, 0.729670578216882, 0.47356429876267897, 0.9491715743734176]","[0.591028077563218, 0.3775849040975048, 0.6126651739302471, 0.5601514055631773]","[2.2212455401664313, 1.1072554823143868, 1.086229472692926, 1.509322979936595]",2.141429561154147,2.1183390617370605,2,0.4,4.207341866190569,{'runtime': 9},2.3435543933813427,,828.0,92.0,42.0,,,,,,,,,,5,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.4,3.0,False,5.0,,,,,run_amvx381g
751,"[10.335742190811294, 10.134643197266328, 10.906450893835428]",13.45582200915752,"[-0.09829438323449512, 0.046869966498043425, -0.24027912574988292]","[-0.5, -0.25, 0, 0.25, 0.5]",159.0394567941977,"[1.4284732316146018, 2.471863337683449, 2.6708926807380817]",-23.282671707901052,-0.2917035424863346,LLS,"[-0.1124861933145187, 1.1211282176316484, 0.4393176134610437]",True,"[1.3894492050244698, 0.6656070171814129, 0.6982380625703478]",0.26380416563448267,7,"[1.5409594249291203, 1.3507351200518007, 2.231575067277038]",0.0015101432800292969,0.4523594635972339,5.0,7.341116189956665,1709951625.2289722,NaN,"[-7.267778139527902, -7.999114510534718, -8.015779057838431]",0.01,"[1.3253989202417311, 0.729670578216882, 0.47356429876267897]","[0.34579352077666137, -0.02971406440788049, 0.29012583420168253]","[1.6711924410183925, 0.6999565138090015, 0.7636901329643615]",0.6062052905704634,0.9379265308380128,2,0.4,1.4479596377781734,{'runtime': 6},1.2093723949029989,"{'path': 'media/images/line vs geodesic_7_a231e1b12bda9615a32d.png', 'size': 30321, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800, 'sha256': 'a231e1b12bda9615a32d540fc94c5413df1044ac41880eace64b5c973be204c6'}",364.0,52.0,27.0,,,,,,,,,,5,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.4,2.0,False,5.0,,,,,run_kda4lo6j
752,"[5297.138259168663, 1970.580213840449, 1486.7199183481823, 2480.0142669003417, 1826.0474760973032, 2222.445165469953, 566.2053825225867, 1240.8918657076135, 1816.7723364906624, 813.5390483376733, 1538.5642299950878]",2210.119143891287,"[-7.947043190765637, -2.934774661154748, -2.266835723151776, -3.665302130591241, -2.7235986767199005, -3.316665133675344, -0.86085566704084, -1.914021507040232, -2.7499314339180647, -1.2121624805036997, -2.3640211382917498]","[-0.5, -0.25, 0, 0.25, 0.5]",NaN,"[121.91384762959396, 48.58775580800805, 40.41862576926746, 62.98019098100332, 46.793122699462664, 53.61754656541056, 14.72494676433238, 35.38873498902661, 51.28310342488791, 21.278681674719653, 41.32246567320467]",-6441.833593403149,-31.95521174285323,LLS,"[105.93661000130714, 42.25783824780027, 35.12823105660337, 54.68655254141103, 40.67116603611005, 46.51165307467648, 12.777892644743645, 30.772149699514717, 44.59465638851768, 18.50256908385999, 35.914796468297055]",True,"[6.6557900267419186, 2.424099603853946, 1.8232305586703343, 3.0481851936673645, 2.2429929810199662, 2.7345977124675067, 0.6947277134095569, 1.5187615425927272, 2.22532712555103, 0.9989185249378169, 1.8866464771010012]",11.304169433189813,6,"[15.977237628286831, 6.329917560207775, 5.290394712664087, 8.293638439592282, 6.121956663352623, 7.105893490734078, 1.9470541195887363, 4.6165852895118915, 6.688447036370235, 2.776112590859664, 5.4076692049076165]",0.0028998851776123047,47.93025850425765,5.0,24.84871244430542,1709951585.617273,NaN,"[-1457.818707528205, -593.9407454806474, -483.4747749793375, -734.8736672142038, -556.4335594275299, -672.7950203818974, -182.4000733343736, -419.1097905451812, -582.7921952791587, -247.6296502017645, -510.5654090308502]",0.01,"[2.143639984342285, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997, 0.1841198272138754, 0.36194647281496994, 0.5992871723893004, 0.2971338622379394, 0.46684911153165337]","[35.86226099162857, 12.175507836516148, 7.947142985689269, 15.82194359465675, 11.144583129590062, 13.782580355288204, 3.18673796839941, 6.074932774560524, 10.051244800894906, 4.999908081160775, 7.888344609876057]","[38.00590097597085, 12.90517841473303, 8.420707284451948, 16.771115169030168, 11.809519430993408, 14.598151334539804, 3.3708577956132855, 6.436879247375494, 10.650531973284206, 5.297041943398714, 8.35519372140771]",128.93518712826068,18.456319332122803,2,0.2,467.7541152428414,{'runtime': 35},160.5661243242015,,6923.0,301.0,100.0,,,,,,,,,,5,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.2,10.0,False,5.0,,,,,run_dbrjz76m
753,"[1092.9864831244515, 493.84586156614154, 407.3106185047926, 606.2760644157231, 470.69783114647186, 509.4861667841646]",611.4812243847551,"[-3.9252681018563074, -1.7729668602731752, -1.553442901564143, -2.1402023997884916, -1.7057790569524975, -1.7890469623743377]","[-0.5, -0.25, 0, 0.25, 0.5]",125751072.1527018,"[43.31774685345053, 22.617233042547745, 22.852347141983294, 25.689886113714177, 23.769338277921825, 20.39399625344625]",-1432.889350575228,-12.886706282808952,LLS,"[32.59928919570571, 17.011550700395105, 17.25358348582479, 19.33248421216152, 17.92374946286484, 15.324507467574572]",True,"[4.4401279619247855, 1.904322624341415, 1.5542222204708342, 2.345911353286626, 1.8065837525247497, 1.9762692169127647]",5.626292166629509,6,"[10.71845765774482, 5.6056823421526385, 5.598763656158502, 6.357401901552656, 5.845588815056983, 5.069488785871679]",0.0012471675872802734,17.312218791985522,5.0,20.35219717025757,1709951541.4298282,NaN,"[-395.89791941291503, -204.89180584397093, -183.5753724808411, -245.45442669233304, -198.981705392882, -204.088120752286]",0.01,"[1.940336383851479, 0.729670578216882, 0.47356429876267897, 0.9491715743734176, 0.6649363014033466, 0.8155709792515997]","[13.186243553016135, 4.87160792506756, 3.2898391638395146, 6.374739052976779, 4.322141397230581, 5.653502517148298]","[15.126579936867614, 5.601278503284442, 3.7634034626021937, 7.323910627350197, 4.987077698633928, 6.469073496399898]",37.698073609278865,9.0964515209198,2,0.2,119.44516452452652,{'runtime': 26},50.7901459551404,,3588.0,276.0,100.0,,,,,,,,,,5,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.2,5.0,False,5.0,,,,,run_yyrzrzm7
754,"[20.1031263349325, 20.172175220787302, 5.57081225313999, 11.763691918757049]",18.018795270191188,"[-0.38473728459678624, -0.5525063844216602, -0.028156059833147673, -0.04848283678625431]","[-0.5, -0.25, 0, 0.25, 0.5]",762.3727301405803,"[3.5068577970126293, 4.519545792472889, 0.48511597678568186, 1.32202641619641]",-32.76888071889626,-1.0138825656378485,LLS,"[0.9794694921766992, 1.0922607950315206, -0.20900163081892495, -0.03778485530474884]",True,"[1.8730962600740388, 1.199575806232054, 0.4647121353716522, 0.9238777602282608]",0.6755956128881938,6,"[2.52738830483593, 3.4272849974413684, 0.6941176076046068, 1.359811271501159]",0.0020771026611328125,1.2168119490926654,5.0,8.060220718383789,1709951513.508113,4.198433644971882,"[-10.422690494806943, -12.80576510134491, -2.9609267566476234, -6.579498366096788]",0.01,"[1.630217462603213, 0.729670578216882, 0.47356429876267897, 0.9491715743734176]","[0.8957468239554205, 0.6050895152124274, 0.28174699353773086, 0.4824461182773761]","[2.525964286558634, 1.3347600934293091, 0.7553112923004098, 1.4316176926507935]",2.2650294509829547,1.822510004043579,2,0.2,1.8249438010845465,{'runtime': 8},1.482397891068097,,711.0,79.0,37.0,,,,,,,,,,5,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.2,3.0,False,5.0,,,,,run_txqtcquv
755,"[5.632161214227075, 4.248401357349581, 6.8292755672046965]",5.1272876174403255,"[-0.14836642121618504, -0.005648195865554428, -0.28284003151519815]","[-0.5, -0.25, 0, 0.25, 0.5]",11.97538497574838,"[1.9431522269991977, 0.9305555780138154, 2.968036359028951]",-8.569260966601195,-0.4368546485969376,LLS,"[0.4021928020700769, -0.42017954203798535, 0.7364612917519131]",True,"[1.4334207741804248, 0.7145449774213232, 0.7376453016822985]",0.31944166993138573,7,"[1.5409594249291203, 1.3507351200518007, 2.231575067277038]",0.0016160011291503906,0.4435300854048844,5.0,6.934397220611572,1709951500.171002,NaN,"[-2.5537376091057196, -2.0928185374790926, -3.9227048200163823]",0.01,"[1.3253989202417311, 0.729670578216882, 0.47356429876267897]","[0.40829816742973346, 0.13334418873147535, 0.11059326590859904]","[1.7336970876714646, 0.8630147669483573, 0.584157564671278]",0.6522356220698078,0.5855743885040283,2,0.2,0.7184745517840047,{'runtime': 5},0.9384482574085412,"{'path': 'media/images/line vs geodesic_7_673f8a7306a8e1ef2e42.png', 'size': 30465, '_type': 'image-file', 'width': 800, 'format': 'png', 'height': 800, 'sha256': '673f8a7306a8e1ef2e421d9619382e0b51892b7482c626e2ce32c86efdba3433'}",224.0,32.0,18.0,,,,,,,,,,5,2,True,False,-1,LLS,0.01,/home/adele/code/my28brains/project_regression,torch.float64,hyperboloid,True,0.2,2.0,False,5.0,,,,,run_ntfsa1wp
